               1.48000000            -760.14830197           15103.77888975         1479667.06592068           -3193.43086577            -588.23941587           10939.80323709          999667.92148176           -2217.92181074   1035340533301.00561523
               1.52000000            -783.67784409           15541.37033373         1519653.78277988           -3282.14773820            -588.23770549           10939.76928520          999667.92147820           -2217.92181073   1035340533300.99938965
               1.56000000            -807.20731962           15978.96045736         1559640.49963894           -3370.86461063            -588.23608578           10939.73719335          999667.92147483           -2217.92181072   1035340533300.99426270
               1.60000000            -830.73673206           16416.54933201         1599627.21649787           -3459.58148306            -588.23454973           10939.70681274          999667.92147162           -2217.92181072   1035340533300.98986816
               1.64000000            -854.26608463           16854.13702341         1639613.93335667           -3548.29835548            -588.23309102           10939.67801007          999667.92146857           -2217.92181071   1035340533300.98608398
               1.68000000            -877.79538030           17291.72359225         1679600.65021536           -3637.01522791            -588.23170397           10939.65066549          999667.92146566           -2217.92181070   1035340533300.98291016
               1.72000000            -901.32462183           17729.30909464         1719587.36707393           -3725.73210034            -588.23038343           10939.62467103          999667.92146289           -2217.92181070   1035340533300.98010254
               1.76000000            -924.85381180           18166.89358262         1759574.08393239           -3814.44897277            -588.22912472           10939.59992909          999667.92146025           -2217.92181069   1035340533300.97753906
               1.80000000            -948.38295258           18604.47710449         1799560.80079075           -3903.16584520            -588.22792361           10939.57635128          999667.92145772           -2217.92181069   1035340533300.97558594
               1.84000000            -971.91204640           19042.05970517         1839547.51764901           -3991.88271762            -588.22677623           10939.55385733          999667.92145531           -2217.92181068   1035340533300.97375488
               1.88000000            -995.44109535           19479.64142655         1879534.23450718           -4080.59959005            -588.22567907           10939.53237416          999667.92145299           -2217.92181068   1035340533300.97229004
               1.92000000           -1018.97010135           19917.22230769         1919520.95136525           -4169.31646248            -588.22462889           10939.51183516          999667.92145078           -2217.92181067   1035340533300.97094727
               1.96000000           -1042.49906625           20354.80238514         1959507.66822324           -4258.03333490            -588.22362275           10939.49217941          999667.92144865           -2217.92181067   1035340533300.96984863
               2.00000000           -1066.02799173           20792.38169308         1999494.38508114           -4346.75020733            -588.22265792           10939.47335114          999667.92144661           -2217.92181066   1035340533300.96875000
               2.04000000           -1089.55687940           21229.96026357         2039481.10193897           -4435.46707976            -588.22173193           10939.45529916          999667.92144465           -2217.92181066   1035340533300.96801758
               2.08000000           -1113.08573077           21667.53812673         2079467.81879672           -4524.18395218            -588.22084247           10939.43797645          999667.92144276           -2217.92181065   1035340533300.96728516
               2.12000000           -1136.61454725           22105.11531083         2119454.53565439           -4612.90082461            -588.21998743           10939.42133967          999667.92144094           -2217.92181065   1035340533300.96667480
               2.16000000           -1160.14333019           22542.69184252         2159441.25251199           -4701.61769704            -588.21916484           10939.40534888          999667.92143920           -2217.92181065   1035340533300.96582031
               2.20000000           -1183.67208085           22980.26774686         2199427.96936953           -4790.33456946            -588.21837289           10939.38996718          999667.92143751           -2217.92181064   1035340533300.96508789
               2.24000000           -1207.20080041           23417.84304755         2239414.68622700           -4879.05144189            -588.21760991           10939.37516040          999667.92143589           -2217.92181064   1035340533300.96459961
               2.28000000           -1230.72949001           23855.41776694         2279401.40308440           -4967.76831431            -588.21687433           10939.36089691          999667.92143432           -2217.92181064   1035340533300.96411133
               2.32000000           -1254.25815070           24292.99192616         2319388.11994174           -5056.48518674            -588.21616470           10939.34714734          999667.92143281           -2217.92181063   1035340533300.96386719
               2.36000000           -1277.78678351           24730.56554521         2359374.83679902           -5145.20205916            -588.21547968           10939.33388441          999667.92143134           -2217.92181063   1035340533300.96337891
               2.40000000           -1301.31538939           25168.13864306         2399361.55365625           -5233.91893159            -588.21481800           10939.32108274          999667.92142993           -2217.92181063   1035340533300.96313477
               2.44000000           -1324.84396925           25605.71123767         2439348.27051342           -5322.63580401            -588.21417850           10939.30871866          999667.92142856           -2217.92181062   1035340533300.96289062
               2.48000000           -1348.37252395           26043.28334609         2479334.98737054           -5411.35267644            -588.21356008           10939.29677013          999667.92142724           -2217.92181062   1035340533300.96264648
               2.52000000           -1371.90105432           26480.85498454         2519321.70422760           -5500.06954886            -588.21296171           10939.28521653          999667.92142596           -2217.92181062   1035340533300.96215820
               2.56000000           -1395.42956114           26918.42616842         2559308.42108461           -5588.78642129            -588.21238243           10939.27403861          999667.92142472           -2217.92181062   1035340533300.96191406
               2.60000000           -1418.95804516           27355.99691240         2599295.13794158           -5677.50329371            -588.21182135           10939.26321833          999667.92142352           -2217.92181061   1035340533300.96179199
               2.64000000           -1442.48650708           27793.56723043         2639281.85479850           -5766.22016614            -588.21127762           10939.25273880          999667.92142235           -2217.92181061   1035340533300.96154785
               2.68000000           -1466.01494759           28231.13713583         2679268.57165537           -5854.93703856            -588.21075045           10939.24258417          999667.92142122           -2217.92181061   1035340533300.96142578
               2.72000000           -1489.54336733           28668.70664130         2719255.28851219           -5943.65391098            -588.21023909           10939.23273957          999667.92142012           -2217.92181061   1035340533300.96142578
               2.76000000           -1513.07176692           29106.27575895         2759242.00536898           -6032.37078341            -588.20974284           10939.22319100          999667.92141906           -2217.92181060   1035340533300.96118164
               2.80000000           -1536.60014695           29543.84450035         2799228.72222572           -6121.08765583            -588.20926105           10939.21392532          999667.92141802           -2217.92181060   1035340533300.96105957
               2.84000000           -1560.12850799           29981.41287658         2839215.43908242           -6209.80452826            -588.20879309           10939.20493013          999667.92141701           -2217.92181060   1035340533300.96081543
               2.88000000           -1583.65685057           30418.98089821         2879202.15593908           -6298.52140068            -588.20833837           10939.19619377          999667.92141604           -2217.92181060   1035340533300.96093750
               2.92000000           -1607.18517522           30856.54857538         2919188.87279570           -6387.23827310            -588.20789634           10939.18770521          999667.92141508           -2217.92181059   1035340533300.96081543
               2.96000000           -1630.71348244           31294.11591779         2959175.58965229           -6475.95514553            -588.20746648           10939.17945407          999667.92141416           -2217.92181059   1035340533300.96069336
               3.00000000           -1654.24177270           31731.68293474         2999162.30650883           -6564.67201795            -588.20704828           10939.17143051          999667.92141326           -2217.92181059   1035340533300.96044922
               3.04000000           -1677.77004645           32169.24963514         3039149.02336535           -6653.38889038            -588.20664129           10939.16362525          999667.92141238           -2217.92181059   1035340533300.96044922
               3.08000000           -1701.29830414           32606.81602756         3079135.74022182           -6742.10576280            -588.20624506           10939.15602951          999667.92141152           -2217.92181059   1035340533300.96057129
               3.12000000           -1724.82654620           33044.38212019         3119122.45707827           -6830.82263522            -588.20585916           10939.14863495          999667.92141069           -2217.92181058   1035340533300.96044922
               3.16000000           -1748.35477301           33481.94792093         3159109.17393468           -6919.53950765            -588.20548320           10939.14143369          999667.92140988           -2217.92181058   1035340533300.96032715
               3.20000000           -1771.88298498           33919.51343736         3199095.89079106           -7008.25638007            -588.20511680           10939.13441825          999667.92140909           -2217.92181058   1035340533300.96032715
               3.24000000           -1795.41118248           34357.07867677         3239082.60764741           -7096.97325249            -588.20475959           10939.12758152          999667.92140831           -2217.92181058   1035340533300.96020508
               3.28000000           -1818.93936586           34794.64364617         3279069.32450372           -7185.69012492            -588.20441125           10939.12091677          999667.92140756           -2217.92181058   1035340533300.96020508
               3.32000000           -1842.46753549           35232.20835232         3319056.04136001           -7274.40699734            -588.20407143           10939.11441758          999667.92140683           -2217.92181058   1035340533300.96020508
               3.36000000           -1865.99569169           35669.77280171         3359042.75821627           -7363.12386976            -588.20373984           10939.10807786          999667.92140611           -2217.92181057   1035340533300.96008301
               3.40000000           -1889.52383478           36107.33700060         3399029.47507250           -7451.84074218            -588.20341617           10939.10189181          999667.92140541           -2217.92181057   1035340533300.95996094
               3.44000000           -1913.05196508           36544.90095503         3439016.19192870           -7540.55761461            -588.20310015           10939.09585391          999667.92140472           -2217.92181057   1035340533300.95996094
               3.48000000           -1936.58008289           36982.46467082         3479002.90878488           -7629.27448703            -588.20279151           10939.08995891          999667.92140406           -2217.92181057   1035340533300.95983887
               3.52000000           -1960.10818850           37420.02815358         3518989.62564103           -7717.99135945            -588.20249000           10939.08420179          999667.92140340           -2217.92181057   1035340533300.95983887
               3.56000000           -1983.63628218           37857.59140873         3558976.34249715           -7806.70823188            -588.20219536           10939.07857776          999667.92140276           -2217.92181057   1035340533300.95983887
               3.60000000           -2007.16436422           38295.15444151         3598963.05935325           -7895.42510430            -588.20190736           10939.07308227          999667.92140214           -2217.92181057   1035340533300.95983887
               3.64000000           -2030.69243486           38732.71725697         3638949.77620932           -7984.14197672            -588.20162580           10939.06771095          999667.92140153           -2217.92181056   1035340533300.95971680
               3.68000000           -2054.22049436           39170.27985999         3678936.49306537           -8072.85884914            -588.20135044           10939.06245966          999667.92140093           -2217.92181056   1035340533300.95971680
               3.72000000           -2077.74854297           39607.84225529         3718923.20992140           -8161.57572157            -588.20108109           10939.05732440          999667.92140035           -2217.92181056   1035340533300.95959473
               3.76000000           -2101.27658093           40045.40444744         3758909.92677740           -8250.29259399            -588.20081756           10939.05230137          999667.92139977           -2217.92181056   1035340533300.95959473
               3.80000000           -2124.80460845           40482.96644085         3798896.64363338           -8339.00946641            -588.20055965           10939.04738694          999667.92139921           -2217.92181056   1035340533300.95971680
               3.84000000           -2148.33262577           40920.52823979         3838883.36048934           -8427.72633883            -588.20030719           10939.04257762          999667.92139866           -2217.92181056   1035340533300.95959473
               3.88000000           -2171.86063310           41358.08984841         3878870.07734527           -8516.44321126            -588.20006002           10939.03787007          999667.92139813           -2217.92181056   1035340533300.95971680
               3.92000000           -2195.38863064           41795.65127071         3918856.79420119           -8605.16008368            -588.19981795           10939.03326110          999667.92139760           -2217.92181056   1035340533300.95959473
               3.96000000           -2218.91661860           42233.21251057         3958843.51105708           -8693.87695610            -588.19958085           10939.02874764          999667.92139709           -2217.92181055   1035340533300.95971680
               4.00000000           -2242.44459717           42670.77357176         3998830.22791295           -8782.59382852            -588.19934855           10939.02432675          999667.92139658           -2217.92181055   1035340533300.95971680
               4.04000000           -2265.97256655           43108.33445791         4038816.94476881           -8871.31070094            -588.19912091           10939.01999562          999667.92139608           -2217.92181055   1035340533300.95959473
               4.08000000           -2289.50052691           43545.89517257         4078803.66162464           -8960.02757337            -588.19889780           10939.01575154          999667.92139560           -2217.92181055   1035340533300.95971680
               4.12000000           -2313.02847843           43983.45571916         4118790.37848046           -9048.74444579            -588.19867907           10939.01159191          999667.92139512           -2217.92181055   1035340533300.95983887
               4.16000000           -2336.55642129           44421.01610101         4158777.09533625           -9137.46131821            -588.19846461           10939.00751424          999667.92139466           -2217.92181055   1035340533300.95983887
               4.20000000           -2360.08435565           44858.57632136         4198763.81219203           -9226.17819063            -588.19825428           10939.00351612          999667.92139420           -2217.92181055   1035340533300.95996094
               4.24000000           -2383.61228169           45296.13638333         4238750.52904779           -9314.89506305            -588.19804798           10938.99959525          999667.92139375           -2217.92181055   1035340533300.95983887
               4.28000000           -2407.14019954           45733.69628998         4278737.24590353           -9403.61193548            -588.19784558           10938.99574942          999667.92139331           -2217.92181055   1035340533300.95983887
               4.32000000           -2430.66810938           46171.25604426         4318723.96275925           -9492.32880790            -588.19764697           10938.99197648          999667.92139287           -2217.92181055   1035340533300.95983887
               4.36000000           -2454.19601135           46608.81564904         4358710.67961496           -9581.04568032            -588.19745206           10938.98827439          999667.92139245           -2217.92181054   1035340533300.95971680
               4.40000000           -2477.72390560           47046.37510713         4398697.39647065           -9669.76255274            -588.19726073           10938.98464117          999667.92139203           -2217.92181054   1035340533300.95983887
               4.44000000           -2501.25179226           47483.93442123         4438684.11332632           -9758.47942516            -588.19707289           10938.98107492          999667.92139162           -2217.92181054   1035340533300.95983887
               4.48000000           -2524.77967147           47921.49359399         4478670.83018198           -9847.19629758            -588.19688845           10938.97757379          999667.92139122           -2217.92181054   1035340533300.95971680
               4.52000000           -2548.30754338           48359.05262798         4518657.54703762           -9935.91317001            -588.19670732           10938.97413603          999667.92139082           -2217.92181054   1035340533300.95959473
               4.56000000           -2571.83540810           48796.61152569         4558644.26389324          -10024.63004243            -588.19652939           10938.97075993          999667.92139044           -2217.92181054   1035340533300.95959473
               4.60000000           -2595.36326577           49234.17028957         4598630.98074885          -10113.34691485            -588.19635460           10938.96744384          999667.92139005           -2217.92181054   1035340533300.95959473
               4.64000000           -2618.89111651           49671.72892198         4638617.69760445          -10202.06378727            -588.19618286           10938.96418617          999667.92138968           -2217.92181054   1035340533300.95947266
               4.68000000           -2642.41896044           50109.28742522         4678604.41446003          -10290.78065969            -588.19601409           10938.96098541          999667.92138931           -2217.92181054   1035340533300.95959473
               4.72000000           -2665.94679768           50546.84580155         4718591.13131559          -10379.49753211            -588.19584821           10938.95784006          999667.92138895           -2217.92181054   1035340533300.95947266
               4.76000000           -2689.47462833           50984.40405315         4758577.84817114          -10468.21440454            -588.19568515           10938.95474871          999667.92138859           -2217.92181054   1035340533300.95959473
               4.80000000           -2713.00245252           51421.96218215         4798564.56502668          -10556.93127696            -588.19552484           10938.95170997          999667.92138824           -2217.92181054   1035340533300.95959473
               4.84000000           -2736.53027036           51859.52019063         4838551.28188220          -10645.64814938            -588.19536721           10938.94872251          999667.92138790           -2217.92181053   1035340533300.95959473
               4.88000000           -2760.05808194           52297.07808062         4878537.99873771          -10734.36502180            -588.19521220           10938.94578505          999667.92138756           -2217.92181053   1035340533300.95971680
               4.92000000           -2783.58588737           52734.63585408         4918524.71559321          -10823.08189422            -588.19505973           10938.94289634          999667.92138722           -2217.92181053   1035340533300.95959473
               4.96000000           -2807.11368675           53172.19351296         4958511.43244869          -10911.79876664            -588.19490975           10938.94005517          999667.92138690           -2217.92181053   1035340533300.95947266
               5.00000000           -2830.64148018           53609.75105912         4998498.14930416          -11000.51563906            -588.19476219           10938.93726039          999667.92138657           -2217.92181053   1035340533300.95947266
               5.04000000           -2854.16926775           54047.30849439         5038484.86615962          -11089.23251148            -588.19461700           10938.93451086          999667.92138626           -2217.92181053   1035340533300.95935059
               5.08000000           -2877.69704957           54484.86582057         5078471.58301506          -11177.94938391            -588.19447413           10938.93180550          999667.92138594           -2217.92181053   1035340533300.95935059
               5.12000000           -2901.22482571           54922.42303941         5118458.29987049          -11266.66625633            -588.19433350           10938.92914324          999667.92138564           -2217.92181053   1035340533300.95910645
               5.16000000           -2924.75259628           55359.98015260         5158445.01672591          -11355.38312875            -588.19419509           10938.92652308          999667.92138533           -2217.92181053   1035340533300.95898438
               5.20000000           -2948.28036135           55797.53716180         5198431.73358132          -11444.10000117            -588.19405882           10938.92394401          999667.92138503           -2217.92181053   1035340533300.95886230
               5.24000000           -2971.80812101           56235.09406865         5238418.45043672          -11532.81687359            -588.19392466           10938.92140507          999667.92138474           -2217.92181053   1035340533300.95886230
               5.28000000           -2995.33587535           56672.65087473         5278405.16729210          -11621.53374601            -588.19379255           10938.91890535          999667.92138445           -2217.92181053   1035340533300.95898438
               5.32000000           -3018.86362444           57110.20758159         5318391.88414747          -11710.25061843            -588.19366245           10938.91644393          999667.92138417           -2217.92181053   1035340533300.95898438
               5.36000000           -3042.39136837           57547.76419074         5358378.60100283          -11798.96749085            -588.19353430           10938.91401995          999667.92138389           -2217.92181053   1035340533300.95898438
               5.40000000           -3065.91910721           57985.32070367         5398365.31785818          -11887.68436327            -588.19340808           10938.91163255          999667.92138361           -2217.92181052   1035340533300.95910645
               5.44000000           -3089.44684104           58422.87712182         5438352.03471352          -11976.40123570            -588.19328373           10938.90928091          999667.92138334           -2217.92181052   1035340533300.95886230
               5.48000000           -3112.97456994           58860.43344661         5478338.75156885          -12065.11810812            -588.19316122           10938.90696424          999667.92138307           -2217.92181052   1035340533300.95874023
               5.52000000           -3136.50229396           59297.98967942         5518325.46842417          -12153.83498054            -588.19304050           10938.90468176          999667.92138280           -2217.92181052   1035340533300.95874023
               5.56000000           -3160.03001320           59735.54582160         5558312.18527947          -12242.55185296            -588.19292153           10938.90243273          999667.92138254           -2217.92181052   1035340533300.95886230
               5.60000000           -3183.55772771           60173.10187447         5598298.90213477          -12331.26872538            -588.19280428           10938.90021640          999667.92138229           -2217.92181052   1035340533300.95886230
               5.64000000           -3207.08543756           60610.65783934         5638285.61899006          -12419.98559780            -588.19268870           10938.89803207          999667.92138203           -2217.92181052   1035340533300.95898438
               5.68000000           -3230.61314283           61048.21371746         5678272.33584533          -12508.70247022            -588.19257478           10938.89587906          999667.92138178           -2217.92181052   1035340533300.95898438
               5.72000000           -3254.14084357           61485.76951007         5718259.05270060          -12597.41934264            -588.19246246           10938.89375669          999667.92138154           -2217.92181052   1035340533300.95922852
               5.76000000           -3277.66853985           61923.32521839         5758245.76955586          -12686.13621506            -588.19235171           10938.89166432          999667.92138129           -2217.92181052   1035340533300.95910645
               5.80000000           -3301.19623172           62360.88084361         5798232.48641110          -12774.85308748            -588.19224251           10938.88960131          999667.92138105           -2217.92181052   1035340533300.95922852
               5.84000000           -3324.72391927           62798.43638688         5838219.20326634          -12863.56995990            -588.19213481           10938.88756706          999667.92138082           -2217.92181052   1035340533300.95935059
               5.88000000           -3348.25160253           63235.99184935         5878205.92012157          -12952.28683233            -588.19202860           10938.88556096          999667.92138058           -2217.92181052   1035340533300.95947266
               5.92000000           -3371.77928157           63673.54723213         5918192.63697679          -13041.00370475            -588.19192383           10938.88358243          999667.92138035           -2217.92181052   1035340533300.95947266
               5.96000000           -3395.30695646           64111.10253630         5958179.35383200          -13129.72057717            -588.19182049           10938.88163090          999667.92138013           -2217.92181052   1035340533300.95947266
               6.00000000           -3418.83462723           64548.65776295         5998166.07068720          -13218.43744959            -588.19171853           10938.87970584          999667.92137990           -2217.92181052   1035340533300.95935059
               6.04000000           -3442.36229396           64986.21291312         6038152.78754239          -13307.15432201            -588.19161794           10938.87780670          999667.92137968           -2217.92181052   1035340533300.95935059
               6.08000000           -3465.88995668           65423.76798783         6078139.50439757          -13395.87119443            -588.19151868           10938.87593297          999667.92137946           -2217.92181052   1035340533300.95959473
               6.12000000           -3489.41761547           65861.32298809         6118126.22125275          -13484.58806685            -588.19142073           10938.87408414          999667.92137925           -2217.92181052   1035340533300.95959473
               6.16000000           -3512.94527036           66298.87791488         6158112.93810791          -13573.30493927            -588.19132407           10938.87225971          999667.92137904           -2217.92181051   1035340533300.95947266
               6.20000000           -3536.47292141           66736.43276918         6198099.65496307          -13662.02181169            -588.19122866           10938.87045920          999667.92137883           -2217.92181051   1035340533300.95971680
               6.24000000           -3560.00056867           67173.98755193         6238086.37181822          -13750.73868411            -588.19113449           10938.86868215          999667.92137862           -2217.92181051   1035340533300.95971680
               6.28000000           -3583.52821218           67611.54226406         6278073.08867336          -13839.45555653            -588.19104152           10938.86692811          999667.92137842           -2217.92181051   1035340533300.95959473
               6.32000000           -3607.05585201           68049.09690648         6318059.80552849          -13928.17242895            -588.19094975           10938.86519662          999667.92137821           -2217.92181051   1035340533300.95971680
               6.36000000           -3630.58348818           68486.65148008         6358046.52238362          -14016.88930137            -588.19085913           10938.86348726          999667.92137802           -2217.92181051   1035340533300.95971680
               6.40000000           -3654.11112075           68924.20598575         6398033.23923873          -14105.60617379            -588.19076967           10938.86179961          999667.92137782           -2217.92181051   1035340533300.95971680
               6.44000000           -3677.63874977           69361.76042434         6438019.95609384          -14194.32304621            -588.19068132           10938.86013324          999667.92137762           -2217.92181051   1035340533300.95983887
               6.48000000           -3701.16637527           69799.31479669         6478006.67294894          -14283.03991863            -588.19059407           10938.85848777          999667.92137743           -2217.92181051   1035340533300.95983887
               6.52000000           -3724.69399731           70236.86910363         6517993.38980404          -14371.75679105            -588.19050790           10938.85686281          999667.92137724           -2217.92181051   1035340533300.95959473
               6.56000000           -3748.22161592           70674.42334598         6557980.10665912          -14460.47366348            -588.19042279           10938.85525796          999667.92137706           -2217.92181051   1035340533300.95947266
               6.60000000           -3771.74923115           71111.97752453         6597966.82351420          -14549.19053590            -588.19033872           10938.85367287          999667.92137687           -2217.92181051   1035340533300.95971680
               6.64000000           -3795.27684303           71549.53164007         6637953.54036927          -14637.90740832            -588.19025567           10938.85210716          999667.92137669           -2217.92181051   1035340533300.95971680
               6.68000000           -3818.80445161           71987.08569336         6677940.25722434          -14726.62428074            -588.19017363           10938.85056049          999667.92137651           -2217.92181051   1035340533300.95971680
               6.72000000           -3842.33205693           72424.63968516         6717926.97407939          -14815.34115316            -588.19009257           10938.84903251          999667.92137633           -2217.92181051   1035340533300.95947266
               6.76000000           -3865.85965903           72862.19361621         6757913.69093444          -14904.05802558            -588.19001247           10938.84752288          999667.92137615           -2217.92181051   1035340533300.95947266
               6.80000000           -3889.38725794           73299.74748723         6797900.40778949          -14992.77489800            -588.18993333           10938.84603128          999667.92137598           -2217.92181051   1035340533300.95935059
               6.84000000           -3912.91485371           73737.30129894         6837887.12464452          -15081.49177042            -588.18985512           10938.84455737          999667.92137581           -2217.92181051   1035340533300.95947266
               6.88000000           -3936.44244637           74174.85505205         6877873.84149955          -15170.20864284            -588.18977783           10938.84310086          999667.92137564           -2217.92181051   1035340533300.95959473
               6.92000000           -3959.97003595           74612.40874724         6917860.55835457          -15258.92551526            -588.18970143           10938.84166143          999667.92137547           -2217.92181051   1035340533300.95959473
               6.96000000           -3983.49762249           75049.96238519         6957847.27520959          -15347.64238768            -588.18962593           10938.84023879          999667.92137530           -2217.92181051   1035340533300.95947266
               7.00000000           -4007.02520603           75487.51596656         6997833.99206460          -15436.35926010            -588.18955129           10938.83883264          999667.92137514           -2217.92181051   1035340533300.95959473
               7.04000000           -4030.55278661           75925.06949202         7037820.70891960          -15525.07613252            -588.18947750           10938.83744270          999667.92137498           -2217.92181051   1035340533300.95971680
               7.08000000           -4054.08036424           76362.62296219         7077807.42577460          -15613.79300494            -588.18940456           10938.83606869          999667.92137482           -2217.92181051   1035340533300.95971680
               7.12000000           -4077.60793898           76800.17637772         7117794.14262959          -15702.50987736            -588.18933244           10938.83471033          999667.92137466           -2217.92181051   1035340533300.95959473
               7.16000000           -4101.13551085           77237.72973922         7157780.85948457          -15791.22674978            -588.18926114           10938.83336737          999667.92137450           -2217.92181050   1035340533300.95959473
